OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10258,ERNSH,1,7/17/1996 12:00:00 AM,8/14/1996 12:00:00 AM,7/23/1996 12:00:00 AM,1,"$140,510.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10259,CENTC,4,7/18/1996 12:00:00 AM,8/15/1996 12:00:00 AM,7/25/1996 12:00:00 AM,3,"$3,250.00",Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,,5022,Mexico
10260,OTTIK,4,7/19/1996 12:00:00 AM,8/16/1996 12:00:00 AM,7/29/1996 12:00:00 AM,1,"$55,090.00",Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10261,QUEDE,4,7/19/1996 12:00:00 AM,8/16/1996 12:00:00 AM,7/30/1996 12:00:00 AM,2,"$3,050.00",Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10262,RATTC,8,7/22/1996 12:00:00 AM,8/19/1996 12:00:00 AM,7/25/1996 12:00:00 AM,3,"$48,290.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10263,ERNSH,9,7/23/1996 12:00:00 AM,8/20/1996 12:00:00 AM,7/31/1996 12:00:00 AM,3,"$146,060.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10264,FOLKO,6,7/24/1996 12:00:00 AM,8/21/1996 12:00:00 AM,8/23/1996 12:00:00 AM,3,"$3,670.00",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10265,BLONP,2,7/25/1996 12:00:00 AM,8/22/1996 12:00:00 AM,8/12/1996 12:00:00 AM,1,"$55,280.00",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10266,WARTH,3,7/26/1996 12:00:00 AM,9/6/1996 12:00:00 AM,7/31/1996 12:00:00 AM,3,"$25,730.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10267,FRANK,4,7/29/1996 12:00:00 AM,8/26/1996 12:00:00 AM,8/6/1996 12:00:00 AM,1,"$208,580.00",Frankenversand,Berliner Platz 43,München,,80805,Germany
10268,GROSR,8,7/30/1996 12:00:00 AM,8/27/1996 12:00:00 AM,8/2/1996 12:00:00 AM,3,"$66,290.00",GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela
10269,WHITC,5,7/31/1996 12:00:00 AM,8/14/1996 12:00:00 AM,8/9/1996 12:00:00 AM,1,"$4,560.00",White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10270,WARTH,1,8/1/1996 12:00:00 AM,8/29/1996 12:00:00 AM,8/2/1996 12:00:00 AM,1,"$136,540.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10271,SPLIR,6,8/1/1996 12:00:00 AM,8/29/1996 12:00:00 AM,8/30/1996 12:00:00 AM,2,"$4,540.00",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10272,RATTC,6,8/2/1996 12:00:00 AM,8/30/1996 12:00:00 AM,8/6/1996 12:00:00 AM,2,"$98,030.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10273,QUICK,3,8/5/1996 12:00:00 AM,9/2/1996 12:00:00 AM,8/12/1996 12:00:00 AM,3,"$76,070.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10274,VINET,6,8/6/1996 12:00:00 AM,9/3/1996 12:00:00 AM,8/16/1996 12:00:00 AM,1,"$6,010.00",Vins et alcools Chevalier,"59 rue de l'Abbaye",Reims,,51100,France
10275,MAGAA,1,8/7/1996 12:00:00 AM,9/4/1996 12:00:00 AM,8/9/1996 12:00:00 AM,1,"$26,930.00",Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10276,TORTU,8,8/8/1996 12:00:00 AM,8/22/1996 12:00:00 AM,8/14/1996 12:00:00 AM,3,"$13,840.00",Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10277,MORGK,2,8/9/1996 12:00:00 AM,9/6/1996 12:00:00 AM,8/13/1996 12:00:00 AM,3,"$125,770.00",Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany
10278,BERGS,8,8/12/1996 12:00:00 AM,9/9/1996 12:00:00 AM,8/16/1996 12:00:00 AM,2,"$92,690.00",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10279,LEHMS,8,8/13/1996 12:00:00 AM,9/10/1996 12:00:00 AM,8/16/1996 12:00:00 AM,2,"$25,830.00",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10280,BERGS,2,8/14/1996 12:00:00 AM,9/11/1996 12:00:00 AM,9/12/1996 12:00:00 AM,1,"$8,980.00",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10281,ROMEY,4,8/14/1996 12:00:00 AM,8/28/1996 12:00:00 AM,8/21/1996 12:00:00 AM,1,"$2,940.00",Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain
10282,ROMEY,4,8/15/1996 12:00:00 AM,9/12/1996 12:00:00 AM,8/21/1996 12:00:00 AM,1,"$12,690.00",Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain
10283,LILAS,3,8/16/1996 12:00:00 AM,9/13/1996 12:00:00 AM,8/23/1996 12:00:00 AM,3,"$84,810.00",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10284,LEHMS,4,8/19/1996 12:00:00 AM,9/16/1996 12:00:00 AM,8/27/1996 12:00:00 AM,1,"$76,560.00",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10285,QUICK,1,8/20/1996 12:00:00 AM,9/17/1996 12:00:00 AM,8/26/1996 12:00:00 AM,2,"$76,830.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10286,QUICK,8,8/21/1996 12:00:00 AM,9/18/1996 12:00:00 AM,8/30/1996 12:00:00 AM,3,"$229,240.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10287,RICAR,8,8/22/1996 12:00:00 AM,9/19/1996 12:00:00 AM,8/28/1996 12:00:00 AM,3,"$12,760.00",Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10288,REGGC,4,8/23/1996 12:00:00 AM,9/20/1996 12:00:00 AM,9/3/1996 12:00:00 AM,1,"$7,450.00",Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10289,BSBEV,7,8/26/1996 12:00:00 AM,9/23/1996 12:00:00 AM,8/28/1996 12:00:00 AM,3,"$22,770.00","B's Beverages",Fauntleroy Circus,London,,EC2 5NT,UK
10290,COMMI,8,8/27/1996 12:00:00 AM,9/24/1996 12:00:00 AM,9/3/1996 12:00:00 AM,1,"$79,700.00",Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10291,QUEDE,6,8/27/1996 12:00:00 AM,9/24/1996 12:00:00 AM,9/4/1996 12:00:00 AM,2,"$6,400.00",Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10292,TRADH,1,8/28/1996 12:00:00 AM,9/25/1996 12:00:00 AM,9/2/1996 12:00:00 AM,2,"$1,350.00",Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10293,TORTU,1,8/29/1996 12:00:00 AM,9/26/1996 12:00:00 AM,9/11/1996 12:00:00 AM,3,"$21,180.00",Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10294,RATTC,4,8/30/1996 12:00:00 AM,9/27/1996 12:00:00 AM,9/5/1996 12:00:00 AM,2,"$147,260.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10295,VINET,2,9/2/1996 12:00:00 AM,9/30/1996 12:00:00 AM,9/10/1996 12:00:00 AM,2,"$1,150.00",Vins et alcools Chevalier,"59 rue de l'Abbaye",Reims,,51100,France
10296,LILAS,6,9/3/1996 12:00:00 AM,10/1/1996 12:00:00 AM,9/11/1996 12:00:00 AM,1,"$0,120.00",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10297,BLONP,5,9/4/1996 12:00:00 AM,10/16/1996 12:00:00 AM,9/10/1996 12:00:00 AM,2,"$5,740.00",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10298,HUNGO,6,9/5/1996 12:00:00 AM,10/3/1996 12:00:00 AM,9/11/1996 12:00:00 AM,2,"$168,220.00",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10299,RICAR,4,9/6/1996 12:00:00 AM,10/4/1996 12:00:00 AM,9/13/1996 12:00:00 AM,2,"$29,760.00",Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10300,MAGAA,2,9/9/1996 12:00:00 AM,10/7/1996 12:00:00 AM,9/18/1996 12:00:00 AM,2,"$17,680.00",Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10301,WANDK,8,9/9/1996 12:00:00 AM,10/7/1996 12:00:00 AM,9/17/1996 12:00:00 AM,2,"$45,080.00",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10302,SUPRD,4,9/10/1996 12:00:00 AM,10/8/1996 12:00:00 AM,10/9/1996 12:00:00 AM,2,"$6,270.00",Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10303,GODOS,7,9/11/1996 12:00:00 AM,10/9/1996 12:00:00 AM,9/18/1996 12:00:00 AM,2,"$107,830.00",Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
10304,TORTU,1,9/12/1996 12:00:00 AM,10/10/1996 12:00:00 AM,9/17/1996 12:00:00 AM,2,"$63,790.00",Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10305,OLDWO,8,9/13/1996 12:00:00 AM,10/11/1996 12:00:00 AM,10/9/1996 12:00:00 AM,3,"$257,620.00",Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10306,ROMEY,1,9/16/1996 12:00:00 AM,10/14/1996 12:00:00 AM,9/23/1996 12:00:00 AM,3,"$7,560.00",Romero y tomillo,"Gran Vía, 1",Madrid,,28001,Spain
10307,LONEP,2,9/17/1996 12:00:00 AM,10/15/1996 12:00:00 AM,9/25/1996 12:00:00 AM,2,"$0,560.00",Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10308,ANATR,7,9/18/1996 12:00:00 AM,10/16/1996 12:00:00 AM,9/24/1996 12:00:00 AM,3,"$1,610.00",Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,,05021,Mexico
10309,HUNGO,3,9/19/1996 12:00:00 AM,10/17/1996 12:00:00 AM,10/23/1996 12:00:00 AM,1,"$47,300.00",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10310,THEBI,8,9/20/1996 12:00:00 AM,10/18/1996 12:00:00 AM,9/27/1996 12:00:00 AM,2,"$17,520.00",The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10311,DUMON,1,9/20/1996 12:00:00 AM,10/4/1996 12:00:00 AM,9/26/1996 12:00:00 AM,3,"$24,690.00",Du monde entier,"67, rue des Cinquante Otages",Nantes,,44000,France
10312,WANDK,2,9/23/1996 12:00:00 AM,10/21/1996 12:00:00 AM,10/3/1996 12:00:00 AM,2,"$40,260.00",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10313,QUICK,2,9/24/1996 12:00:00 AM,10/22/1996 12:00:00 AM,10/4/1996 12:00:00 AM,2,"$1,960.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10314,RATTC,1,9/25/1996 12:00:00 AM,10/23/1996 12:00:00 AM,10/4/1996 12:00:00 AM,2,"$74,160.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10315,ISLAT,4,9/26/1996 12:00:00 AM,10/24/1996 12:00:00 AM,10/3/1996 12:00:00 AM,2,"$41,760.00",Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10316,RATTC,1,9/27/1996 12:00:00 AM,10/25/1996 12:00:00 AM,10/8/1996 12:00:00 AM,3,"$150,150.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10317,LONEP,6,9/30/1996 12:00:00 AM,10/28/1996 12:00:00 AM,10/10/1996 12:00:00 AM,1,"$12,690.00",Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10318,ISLAT,8,10/1/1996 12:00:00 AM,10/29/1996 12:00:00 AM,10/4/1996 12:00:00 AM,2,"$4,730.00",Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10319,TORTU,7,10/2/1996 12:00:00 AM,10/30/1996 12:00:00 AM,10/11/1996 12:00:00 AM,3,"$64,500.00",Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
10320,WARTH,5,10/3/1996 12:00:00 AM,10/17/1996 12:00:00 AM,10/18/1996 12:00:00 AM,3,"$34,570.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10321,ISLAT,3,10/3/1996 12:00:00 AM,10/31/1996 12:00:00 AM,10/11/1996 12:00:00 AM,2,"$3,430.00",Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10322,PERIC,7,10/4/1996 12:00:00 AM,11/1/1996 12:00:00 AM,10/23/1996 12:00:00 AM,3,"$0,400.00",Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10323,KOENE,4,10/7/1996 12:00:00 AM,11/4/1996 12:00:00 AM,10/14/1996 12:00:00 AM,1,"$4,880.00",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10324,SAVEA,9,10/8/1996 12:00:00 AM,11/5/1996 12:00:00 AM,10/10/1996 12:00:00 AM,1,"$214,270.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10325,KOENE,1,10/9/1996 12:00:00 AM,10/23/1996 12:00:00 AM,10/14/1996 12:00:00 AM,3,"$64,860.00",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10326,BOLID,4,10/10/1996 12:00:00 AM,11/7/1996 12:00:00 AM,10/14/1996 12:00:00 AM,2,"$77,920.00",Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,,28023,Spain
10327,FOLKO,2,10/11/1996 12:00:00 AM,11/8/1996 12:00:00 AM,10/14/1996 12:00:00 AM,1,"$63,360.00",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10328,FURIB,4,10/14/1996 12:00:00 AM,11/11/1996 12:00:00 AM,10/17/1996 12:00:00 AM,3,"$87,030.00",Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10329,SPLIR,4,10/15/1996 12:00:00 AM,11/26/1996 12:00:00 AM,10/23/1996 12:00:00 AM,2,"$191,670.00",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10330,LILAS,3,10/16/1996 12:00:00 AM,11/13/1996 12:00:00 AM,10/28/1996 12:00:00 AM,1,"$12,750.00",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10331,BONAP,9,10/16/1996 12:00:00 AM,11/27/1996 12:00:00 AM,10/21/1996 12:00:00 AM,1,"$10,190.00","Bon app'","12, rue des Bouchers",Marseille,,13008,France
10332,MEREP,3,10/17/1996 12:00:00 AM,11/28/1996 12:00:00 AM,10/21/1996 12:00:00 AM,2,"$52,840.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10333,WARTH,5,10/18/1996 12:00:00 AM,11/15/1996 12:00:00 AM,10/25/1996 12:00:00 AM,3,"$0,590.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10334,VICTE,8,10/21/1996 12:00:00 AM,11/18/1996 12:00:00 AM,10/28/1996 12:00:00 AM,2,"$8,560.00",Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10335,HUNGO,7,10/22/1996 12:00:00 AM,11/19/1996 12:00:00 AM,10/24/1996 12:00:00 AM,2,"$42,110.00",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10336,PRINI,7,10/23/1996 12:00:00 AM,11/20/1996 12:00:00 AM,10/25/1996 12:00:00 AM,2,"$15,510.00",Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10337,FRANK,4,10/24/1996 12:00:00 AM,11/21/1996 12:00:00 AM,10/29/1996 12:00:00 AM,3,"$108,260.00",Frankenversand,Berliner Platz 43,München,,80805,Germany
10338,OLDWO,4,10/25/1996 12:00:00 AM,11/22/1996 12:00:00 AM,10/29/1996 12:00:00 AM,3,"$84,210.00",Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10339,MEREP,2,10/28/1996 12:00:00 AM,11/25/1996 12:00:00 AM,11/4/1996 12:00:00 AM,2,"$15,660.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10340,BONAP,1,10/29/1996 12:00:00 AM,11/26/1996 12:00:00 AM,11/8/1996 12:00:00 AM,3,"$166,310.00","Bon app'","12, rue des Bouchers",Marseille,,13008,France
10341,SIMOB,7,10/29/1996 12:00:00 AM,11/26/1996 12:00:00 AM,11/5/1996 12:00:00 AM,3,"$26,780.00",Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10342,FRANK,4,10/30/1996 12:00:00 AM,11/13/1996 12:00:00 AM,11/4/1996 12:00:00 AM,2,"$54,830.00",Frankenversand,Berliner Platz 43,München,,80805,Germany
10343,LEHMS,4,10/31/1996 12:00:00 AM,11/28/1996 12:00:00 AM,11/6/1996 12:00:00 AM,1,"$110,370.00",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10344,WHITC,4,11/1/1996 12:00:00 AM,11/29/1996 12:00:00 AM,11/5/1996 12:00:00 AM,2,"$23,290.00",White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10345,QUICK,2,11/4/1996 12:00:00 AM,12/2/1996 12:00:00 AM,11/11/1996 12:00:00 AM,2,"$249,060.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10346,RATTC,3,11/5/1996 12:00:00 AM,12/17/1996 12:00:00 AM,11/8/1996 12:00:00 AM,3,"$142,080.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10347,FAMIA,4,11/6/1996 12:00:00 AM,12/4/1996 12:00:00 AM,11/8/1996 12:00:00 AM,3,"$3,100.00",Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10348,WANDK,4,11/7/1996 12:00:00 AM,12/5/1996 12:00:00 AM,11/15/1996 12:00:00 AM,2,"$0,780.00",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10349,SPLIR,7,11/8/1996 12:00:00 AM,12/6/1996 12:00:00 AM,11/15/1996 12:00:00 AM,1,"$8,630.00",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10350,LAMAI,6,11/11/1996 12:00:00 AM,12/9/1996 12:00:00 AM,12/3/1996 12:00:00 AM,2,"$64,190.00","La maison d'Asie",1 rue Alsace-Lorraine,Toulouse,,31000,France
10351,ERNSH,1,11/11/1996 12:00:00 AM,12/9/1996 12:00:00 AM,11/20/1996 12:00:00 AM,1,"$162,330.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10352,FURIB,3,11/12/1996 12:00:00 AM,11/26/1996 12:00:00 AM,11/18/1996 12:00:00 AM,3,"$1,300.00",Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10353,PICCO,7,11/13/1996 12:00:00 AM,12/11/1996 12:00:00 AM,11/25/1996 12:00:00 AM,3,"$360,630.00",Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10354,PERIC,8,11/14/1996 12:00:00 AM,12/12/1996 12:00:00 AM,11/20/1996 12:00:00 AM,3,"$53,800.00",Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10355,AROUT,6,11/15/1996 12:00:00 AM,12/13/1996 12:00:00 AM,11/20/1996 12:00:00 AM,1,"$41,950.00",Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10356,WANDK,6,11/18/1996 12:00:00 AM,12/16/1996 12:00:00 AM,11/27/1996 12:00:00 AM,2,"$36,710.00",Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
10357,LILAS,1,11/19/1996 12:00:00 AM,12/17/1996 12:00:00 AM,12/2/1996 12:00:00 AM,3,"$34,880.00",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10358,LAMAI,5,11/20/1996 12:00:00 AM,12/18/1996 12:00:00 AM,11/27/1996 12:00:00 AM,1,"$19,640.00","La maison d'Asie",1 rue Alsace-Lorraine,Toulouse,,31000,France
10359,SEVES,5,11/21/1996 12:00:00 AM,12/19/1996 12:00:00 AM,11/26/1996 12:00:00 AM,3,"$288,430.00",Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10360,BLONP,4,11/22/1996 12:00:00 AM,12/20/1996 12:00:00 AM,12/2/1996 12:00:00 AM,3,"$131,700.00",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10361,QUICK,1,11/22/1996 12:00:00 AM,12/20/1996 12:00:00 AM,12/3/1996 12:00:00 AM,2,"$183,170.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10362,BONAP,3,11/25/1996 12:00:00 AM,12/23/1996 12:00:00 AM,11/28/1996 12:00:00 AM,1,"$96,040.00","Bon app'","12, rue des Bouchers",Marseille,,13008,France
10363,DRACD,4,11/26/1996 12:00:00 AM,12/24/1996 12:00:00 AM,12/4/1996 12:00:00 AM,3,"$30,540.00",Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10364,EASTC,1,11/26/1996 12:00:00 AM,1/7/1997 12:00:00 AM,12/4/1996 12:00:00 AM,1,"$71,970.00",Eastern Connection,35 King George,London,,WX3 6FW,UK
10365,ANTON,3,11/27/1996 12:00:00 AM,12/25/1996 12:00:00 AM,12/2/1996 12:00:00 AM,2,"$22,000.00",Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
10366,GALED,8,11/28/1996 12:00:00 AM,1/9/1997 12:00:00 AM,12/30/1996 12:00:00 AM,2,"$10,140.00",Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
10367,VAFFE,7,11/28/1996 12:00:00 AM,12/26/1996 12:00:00 AM,12/2/1996 12:00:00 AM,3,"$13,550.00",Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10368,ERNSH,2,11/29/1996 12:00:00 AM,12/27/1996 12:00:00 AM,12/2/1996 12:00:00 AM,2,"$101,950.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10369,SPLIR,8,12/2/1996 12:00:00 AM,12/30/1996 12:00:00 AM,12/9/1996 12:00:00 AM,2,"$195,680.00",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10370,CHOPS,6,12/3/1996 12:00:00 AM,12/31/1996 12:00:00 AM,12/27/1996 12:00:00 AM,2,"$1,170.00",Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
10371,LAMAI,1,12/3/1996 12:00:00 AM,12/31/1996 12:00:00 AM,12/24/1996 12:00:00 AM,1,"$0,450.00","La maison d'Asie",1 rue Alsace-Lorraine,Toulouse,,31000,France
10372,QUEEN,5,12/4/1996 12:00:00 AM,1/1/1997 12:00:00 AM,12/9/1996 12:00:00 AM,2,"$890,780.00",Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10373,HUNGO,4,12/5/1996 12:00:00 AM,1/2/1997 12:00:00 AM,12/11/1996 12:00:00 AM,3,"$124,120.00",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10374,WOLZA,1,12/5/1996 12:00:00 AM,1/2/1997 12:00:00 AM,12/9/1996 12:00:00 AM,3,"$3,940.00",Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland
10375,HUNGC,3,12/6/1996 12:00:00 AM,1/3/1997 12:00:00 AM,12/9/1996 12:00:00 AM,2,"$20,120.00",Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10376,MEREP,1,12/9/1996 12:00:00 AM,1/6/1997 12:00:00 AM,12/13/1996 12:00:00 AM,2,"$20,390.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
